,feature1,feature2,y_train
0,1.5707963267948966,5.843362335677015,0
1,3.4557519189487724,3.078760800517997,0
2,3.5185837720205684,4.1469023027385274,0
3,5.592034923389832,2.0734511513692637,0
4,4.272566008882119,5.654866776461628,0
5,1.8221237390820801,2.0734511513692637,0
6,5.215043804959057,2.199114857512855,0
7,0.37699111843077515,0.0,0
8,0.12566370614359174,3.895574890451343,0
9,0.18849555921538758,1.0681415022205298,0
10,2.4504422698000385,1.8849555921538756,0
11,4.775220833456485,2.9530970943744057,0
12,2.5132741228718345,2.9530970943744057,0
13,3.330088212805181,1.5707963267948966,0
14,0.7539822368615503,1.8221237390820801,0
15,5.215043804959057,3.015928947446201,0
16,3.7699111843077513,3.078760800517997,0
17,4.461061568097507,1.5079644737231006,0
18,3.7699111843077513,5.215043804959057,0
19,2.8902652413026093,1.1309733552923256,0
20,3.141592653589793,1.0681415022205298,0
21,2.324778563656447,3.8327430373795477,0
22,5.340707511102648,4.71238898038469,0
23,2.6389378290154264,3.8327430373795477,0
24,0.6283185307179586,3.9584067435231396,0
25,1.0053096491487339,1.5079644737231006,1
26,2.9530970943744057,1.2566370614359172,1
27,2.6389378290154264,3.4557519189487724,1
28,5.843362335677015,2.261946710584651,1
29,1.0053096491487339,1.7592918860102842,1
30,2.199114857512855,0.5026548245743669,1
31,6.031857894892402,5.717698629533423,1
32,5.026548245743669,0.7539822368615503,1
33,4.1469023027385274,4.649557127312894,1
34,4.900884539600077,2.324778563656447,1
35,6.157521601035994,2.6389378290154264,1
36,2.0734511513692637,5.466371217246239,1
37,0.0,0.5026548245743669,1
38,5.906194188748811,4.39822971502571,1
39,0.0,4.775220833456485,1
40,2.701769682087222,5.403539364174444,1
41,6.031857894892402,1.8221237390820801,1
42,5.843362335677015,5.403539364174444,1
43,4.209734155810323,0.5654866776461628,1
44,5.026548245743669,6.220353454107791,1
45,6.031857894892402,4.838052686528282,1
46,2.0734511513692637,5.403539364174444,1
47,0.7539822368615503,3.330088212805181,1
48,0.6911503837897545,4.39822971502571,1
49,1.7592918860102842,4.523893421169302,1
