,feature1,feature2,y_train
0,4.586725274241098,5.403539364174444,0
1,3.4557519189487724,3.078760800517997,0
2,5.592034923389832,2.0734511513692637,0
3,0.37699111843077515,0.0,0
4,5.969026041820607,2.764601535159018,0
5,5.026548245743669,1.3194689145077132,0
6,0.7539822368615503,1.8221237390820801,0
7,4.461061568097507,1.5079644737231006,0
8,0.43982297150257105,5.403539364174444,0
9,1.8221237390820801,4.71238898038469,0
10,2.324778563656447,3.8327430373795477,0
11,5.0893800988154645,1.2566370614359172,0
12,5.340707511102648,4.71238898038469,0
13,2.6389378290154264,3.8327430373795477,0
14,5.15221195188726,0.5026548245743669,0
15,1.6336281798666925,3.8327430373795477,0
16,1.8221237390820801,1.3194689145077132,0
17,3.895574890451343,2.764601535159018,0
18,3.6442474781641603,2.324778563656447,0
19,1.0053096491487339,1.5079644737231006,0
20,0.37699111843077515,2.0734511513692637,0
21,1.0053096491487339,1.7592918860102842,0
22,0.7539822368615503,1.7592918860102842,0
23,2.199114857512855,0.5026548245743669,0
24,0.5654866776461628,5.529203070318036,0
25,0.43982297150257105,3.7699111843077513,1
26,3.6442474781641603,4.775220833456485,1
27,4.1469023027385274,0.0,1
28,4.209734155810323,0.5654866776461628,1
29,5.026548245743669,6.220353454107791,1
30,6.031857894892402,4.838052686528282,1
31,3.6442474781641603,1.0053096491487339,1
32,0.7539822368615503,3.330088212805181,1
33,2.764601535159018,1.0053096491487339,1
34,2.57610597594363,1.5707963267948966,1
35,4.39822971502571,5.906194188748811,1
36,4.39822971502571,6.157521601035994,1
37,0.6911503837897545,4.39822971502571,1
38,0.6911503837897545,3.204424506661589,1
39,1.3194689145077132,5.466371217246239,1
40,3.8327430373795477,4.39822971502571,1
41,3.9584067435231396,0.6911503837897545,1
42,4.523893421169302,0.37699111843077515,1
43,4.335397861953915,3.330088212805181,1
44,1.3194689145077132,3.078760800517997,1
45,4.335397861953915,3.3929200658769765,1
46,2.0734511513692637,1.8849555921538756,1
47,1.9477874452256716,2.324778563656447,1
48,3.7699111843077513,4.335397861953915,1
49,0.7539822368615503,2.9530970943744057,1
