,feature1,feature2,y_train
0,2.0734511513692637,5.843362335677015,0
1,4.0212385965949355,4.523893421169302,0
2,1.9477874452256716,1.6964600329384882,0
3,3.9584067435231396,2.827433388230814,0
4,4.272566008882119,5.654866776461628,0
5,2.1362830044410597,1.7592918860102842,0
6,3.8327430373795477,0.37699111843077515,0
7,2.4504422698000385,1.8849555921538756,0
8,5.969026041820607,2.764601535159018,0
9,5.026548245743669,1.3194689145077132,0
10,4.775220833456485,2.9530970943744057,0
11,6.157521601035994,1.6964600329384882,0
12,4.1469023027385274,1.6336281798666925,0
13,5.215043804959057,3.015928947446201,0
14,3.7699111843077513,3.078760800517997,0
15,3.7699111843077513,5.215043804959057,0
16,2.324778563656447,3.8327430373795477,0
17,5.0893800988154645,1.2566370614359172,0
18,2.0734511513692637,1.5079644737231006,0
19,2.1362830044410597,0.5026548245743669,0
20,2.6389378290154264,3.8327430373795477,0
21,4.838052686528282,3.330088212805181,0
22,6.031857894892402,1.5079644737231006,0
23,4.335397861953915,2.6389378290154264,0
24,4.272566008882119,1.0681415022205298,0
25,6.031857894892402,5.717698629533423,1
26,5.026548245743669,0.7539822368615503,1
27,4.900884539600077,2.324778563656447,1
28,1.6336281798666925,6.031857894892402,1
29,5.906194188748811,4.39822971502571,1
30,0.12566370614359174,2.1362830044410597,1
31,0.6911503837897545,4.39822971502571,1
32,3.078760800517997,4.586725274241098,1
33,5.215043804959057,4.71238898038469,1
34,1.6964600329384882,3.8327430373795477,1
35,0.25132741228718347,1.9477874452256716,1
36,3.204424506661589,5.466371217246239,1
37,4.71238898038469,0.7539822368615503,1
38,4.775220833456485,0.8796459430051421,1
39,3.141592653589793,2.6389378290154264,1
40,5.026548245743669,2.57610597594363,1
41,5.466371217246239,6.157521601035994,1
42,4.9637163926718735,0.25132741228718347,1
43,0.12566370614359174,2.1362830044410597,1
44,4.9637163926718735,0.18849555921538758,1
45,3.4557519189487724,4.335397861953915,1
46,2.8902652413026093,2.4504422698000385,1
47,6.220353454107791,5.403539364174444,1
48,4.586725274241098,2.324778563656447,1
49,1.6964600329384882,3.7699111843077513,1
