,feature1,feature2,y_train
0,2.0734511513692637,5.843362335677015,0
1,4.0212385965949355,4.523893421169302,0
2,3.3929200658769765,3.3929200658769765,0
3,3.4557519189487724,3.078760800517997,0
4,1.9477874452256716,1.6964600329384882,0
5,3.9584067435231396,2.827433388230814,0
6,5.592034923389832,2.0734511513692637,0
7,4.272566008882119,5.654866776461628,0
8,5.215043804959057,2.199114857512855,0
9,0.12566370614359174,3.895574890451343,0
10,2.1362830044410597,1.7592918860102842,0
11,3.8327430373795477,0.37699111843077515,0
12,2.4504422698000385,1.8849555921538756,0
13,5.969026041820607,2.764601535159018,0
14,4.0212385965949355,0.9424777960769378,0
15,5.026548245743669,1.3194689145077132,0
16,4.775220833456485,2.9530970943744057,0
17,6.157521601035994,1.6964600329384882,0
18,4.1469023027385274,1.6336281798666925,0
19,5.215043804959057,3.015928947446201,0
20,3.7699111843077513,3.078760800517997,0
21,3.7699111843077513,5.215043804959057,0
22,2.324778563656447,3.8327430373795477,0
23,5.0893800988154645,1.2566370614359172,0
24,2.0734511513692637,1.5079644737231006,0
25,5.466371217246239,6.094689747964199,1
26,2.9530970943744057,1.6964600329384882,1
27,2.9530970943744057,1.2566370614359172,1
28,5.843362335677015,2.261946710584651,1
29,0.37699111843077515,2.0734511513692637,1
30,0.7539822368615503,1.7592918860102842,1
31,6.031857894892402,5.717698629533423,1
32,5.026548245743669,0.7539822368615503,1
33,4.71238898038469,1.0053096491487339,1
34,4.900884539600077,2.324778563656447,1
35,0.0,0.5026548245743669,1
36,2.9530970943744057,3.015928947446201,1
37,1.6336281798666925,6.031857894892402,1
38,5.906194188748811,4.39822971502571,1
39,0.12566370614359174,2.1362830044410597,1
40,6.031857894892402,1.8221237390820801,1
41,4.39822971502571,5.906194188748811,1
42,4.39822971502571,6.157521601035994,1
43,0.6911503837897545,4.39822971502571,1
44,1.7592918860102842,4.523893421169302,1
45,3.078760800517997,4.586725274241098,1
46,1.3194689145077132,5.466371217246239,1
47,5.215043804959057,4.71238898038469,1
48,1.6964600329384882,3.8327430373795477,1
49,0.25132741228718347,1.9477874452256716,1
